Date,Country,Distributor,Brand,Operator,Unit Cost,Amount,Unit Price,Sales
1/6/2021,Guatemala,Tottus,Apple,Entel,750,131,1200,157200
3/24/2021,Portugal,Saga Falabella,Apple,Entel,750,14,1200,16800
10/6/2018,Ireland,Ripley,Apple,Entel,750,55,1200,66000
1/7/2020,Guatemala,Saga Falabella,Apple,Entel,750,3,1200,3600
12/6/2020,Brasil,Plaza Vea,Apple,Entel,750,23,1200,27600
3/14/2020,Guatemala,Tottus,Apple,Entel,750,172,1200,206400
7/1/2020,Canada,Oeschle,Apple,Entel,750,1,1200,1200
4/13/2021,Brasil,Metro,Apple,Entel,750,92,1200,110400
8/19/2021,Colombia,Saga Falabella,Apple,Entel,750,31,1200,37200
3/8/2018,Denmark,Saga Falabella,Apple,Entel,750,23,1200,27600
12/9/2021,Paraguay,Plaza Vea,Apple,Entel,750,139,1200,166800
3/11/2018,Uruguay,Saga Falabella,Apple,Entel,750,33,1200,39600
4/7/2021,Paraguay,Ripley,Apple,Entel,750,53,1200,63600
9/9/2021,Mexico,Plaza Vea,Apple,Entel,750,151,1200,181200
9/16/2018,USA,Plaza Vea,Apple,Entel,750,41,1200,49200
6/26/2019,Uruguay,Saga Falabella,Apple,Entel,750,27,1200,32400
10/2/2021,Germany,Tottus,Apple,Entel,750,83,1200,99600
2/13/2021,Denmark,Saga Falabella,Apple,Entel,750,28,1200,33600
7/15/2021,Venezuela,Tottus,Apple,Entel,750,24,1200,28800
2/2/2019,Spain,Oeschle,Apple,Entel,750,53,1200,63600
9/27/2021,Venezuela,Plaza Vea,Apple,Entel,750,114,1200,136800
8/9/2021,Switzerland,Oeschle,Apple,Entel,750,14,1200,16800
11/28/2020,United Kingdom,Saga Falabella,Apple,Entel,750,3,1200,3600
2/7/2018,Colombia,Tottus,Apple,Entel,750,181,1200,217200
12/26/2021,Germany,Metro,Apple,Entel,750,34,1200,40800
5/5/2019,Jamaica,Tottus,Apple,Entel,750,173,1200,207600
11/11/2020,Brasil,Saga Falabella,Apple,Entel,750,6,1200,7200
2/24/2019,Bolivia,Ripley,Apple,Entel,750,66,1200,79200
3/19/2021,Uruguay,Ripley,Apple,Entel,750,39,1200,46800
5/2/2019,Bolivia,Tottus,Apple,Entel,750,128,1200,153600
7/18/2018,United Kingdom,Metro,Apple,Entel,750,109,1200,130800
1/11/2018,Cuba,Oeschle,Apple,Entel,750,178,1200,213600
6/25/2019,Bolivia,Ripley,Apple,Movistar,750,5,1200,6000
5/11/2019,Germany,Ripley,Apple,Movistar,750,1,1200,1200
6/4/2018,Switzerland,Oeschle,Apple,Movistar,750,41,1200,49200
9/19/2019,Peru,Tottus,Apple,Movistar,750,57,1200,68400
11/6/2019,Mexico,Saga Falabella,Apple,Movistar,750,9,1200,10800
12/4/2021,Canada,Metro,Apple,Movistar,750,6,1200,7200
9/18/2021,Switzerland,Plaza Vea,Apple,Movistar,750,25,1200,30000
4/1/2018,Colombia,Saga Falabella,Apple,Movistar,750,5,1200,6000
8/3/2020,Paraguay,Oeschle,Apple,Movistar,750,35,1200,42000
1/16/2021,Spain,Plaza Vea,Apple,Movistar,750,13,1200,15600
2/23/2019,Uruguay,Tottus,Apple,Movistar,750,2,1200,2400
1/11/2020,Ireland,Metro,Apple,Movistar,750,9,1200,10800
5/8/2021,Canada,Tottus,Apple,Movistar,750,27,1200,32400
6/9/2018,Uruguay,Oeschle,Apple,Movistar,750,40,1200,48000
4/4/2019,Brasil,Metro,Apple,Movistar,750,12,1200,14400
12/9/2018,Chile,Plaza Vea,Apple,Movistar,750,31,1200,37200
7/21/2018,El Salvador,Metro,Apple,Movistar,750,8,1200,9600
10/4/2021,Portugal,Plaza Vea,Apple,Movistar,750,39,1200,46800
9/4/2021,Denmark,Oeschle,Apple,Movistar,750,1,1200,1200
12/11/2018,Guatemala,Ripley,Apple,Movistar,750,3,1200,3600
1/30/2021,Cuba,Saga Falabella,Apple,Movistar,750,4,1200,4800
1/24/2018,El Salvador,Plaza Vea,Apple,Movistar,750,26,1200,31200
12/5/2021,Brasil,Tottus,Apple,Movistar,750,18,1200,21600
5/2/2021,Guatemala,Ripley,Apple,Movistar,750,11,1200,13200
3/9/2021,France,Tottus,Apple,Movistar,750,58,1200,69600
11/16/2021,Colombia,Metro,Apple,Movistar,750,21,1200,25200
4/10/2019,Venezuela,Tottus,Apple,Movistar,750,30,1200,36000
9/16/2019,Colombia,Plaza Vea,Apple,Movistar,750,20,1200,24000
3/19/2018,Chile,Tottus,Apple,Movistar,750,37,1200,44400
8/6/2021,Ireland,Tottus,Apple,Movistar,750,43,1200,51600
5/21/2019,Guatemala,Saga Falabella,Apple,Movistar,750,1,1200,1200
6/24/2021,Guatemala,Saga Falabella,Apple,Movistar,750,9,1200,10800
8/22/2020,Uruguay,Oeschle,Apple,Movistar,750,44,1200,52800
7/1/2021,Brasil,Metro,Apple,Movistar,750,19,1200,22800
7/2/2021,Uruguay,Oeschle,Apple,Movistar,750,36,1200,43200
9/2/2018,Cuba,Tottus,Apple,Movistar,750,3,1200,3600
2/2/2021,Germany,Ripley,Apple,Movistar,750,15,1200,18000
4/18/2020,Chile,Oeschle,Apple,Movistar,750,47,1200,56400
6/11/2020,Ireland,Metro,Apple,Movistar,750,9,1200,10800
9/1/2021,United Kingdom,Ripley,Apple,Movistar,750,18,1200,21600
4/28/2019,Brasil,Oeschle,Apple,Movistar,750,23,1200,27600
6/25/2019,Bolivia,Ripley,Apple,Movistar,750,5,1200,6000
5/11/2019,Germany,Ripley,Apple,Movistar,750,1,1200,1200
6/4/2018,Switzerland,Oeschle,Apple,Movistar,750,41,1200,49200
9/19/2019,Peru,Tottus,Apple,Movistar,750,57,1200,68400
11/6/2019,Mexico,Saga Falabella,Apple,Movistar,750,9,1200,10800
12/4/2021,Canada,Metro,Apple,Movistar,750,6,1200,7200
9/18/2021,Switzerland,Plaza Vea,Apple,Movistar,750,25,1200,30000
4/1/2018,Colombia,Saga Falabella,Apple,Movistar,750,5,1200,6000
8/3/2020,Paraguay,Oeschle,Apple,Movistar,750,35,1200,42000
1/16/2021,Spain,Plaza Vea,Apple,Movistar,750,13,1200,15600
2/23/2019,Uruguay,Tottus,Apple,Movistar,750,2,1200,2400
1/11/2020,Ireland,Metro,Apple,Movistar,750,9,1200,10800
5/8/2021,Canada,Tottus,Apple,Movistar,750,27,1200,32400
6/9/2018,Uruguay,Oeschle,Apple,Movistar,750,40,1200,48000
4/4/2019,Brasil,Metro,Apple,Movistar,750,12,1200,14400
12/9/2018,Chile,Plaza Vea,Apple,Movistar,750,31,1200,37200
7/21/2018,El Salvador,Metro,Apple,Movistar,750,8,1200,9600
10/4/2021,Portugal,Plaza Vea,Apple,Movistar,750,39,1200,46800
9/4/2021,Denmark,Oeschle,Apple,Movistar,750,1,1200,1200
12/11/2018,Guatemala,Ripley,Apple,Movistar,750,3,1200,3600
1/30/2021,Cuba,Saga Falabella,Apple,Movistar,750,4,1200,4800
1/24/2018,El Salvador,Plaza Vea,Apple,Movistar,750,26,1200,31200
12/5/2021,Brasil,Tottus,Apple,Movistar,750,18,1200,21600
5/2/2021,Guatemala,Ripley,Apple,Movistar,750,11,1200,13200
3/9/2021,France,Tottus,Apple,Movistar,750,58,1200,69600
11/16/2021,Colombia,Metro,Apple,Movistar,750,21,1200,25200
4/10/2019,Venezuela,Tottus,Apple,Movistar,750,30,1200,36000
9/16/2019,Colombia,Plaza Vea,Apple,Movistar,750,20,1200,24000
3/19/2018,Chile,Tottus,Apple,Movistar,750,37,1200,44400
8/6/2021,Ireland,Tottus,Apple,Movistar,750,43,1200,51600
5/21/2019,Guatemala,Saga Falabella,Apple,Movistar,750,1,1200,1200
6/24/2021,Guatemala,Saga Falabella,Apple,Movistar,750,9,1200,10800
8/22/2020,Uruguay,Oeschle,Apple,Movistar,750,44,1200,52800
7/1/2021,Brasil,Metro,Apple,Movistar,750,19,1200,22800
7/2/2021,Uruguay,Oeschle,Apple,Movistar,750,36,1200,43200
9/2/2018,Cuba,Tottus,Apple,Movistar,750,3,1200,3600
2/2/2021,Germany,Ripley,Apple,Movistar,750,15,1200,18000
4/18/2020,Chile,Oeschle,Apple,Movistar,750,47,1200,56400
6/11/2020,Ireland,Metro,Apple,Movistar,750,9,1200,10800
9/1/2021,United Kingdom,Ripley,Apple,Movistar,750,18,1200,21600
4/28/2019,Brasil,Oeschle,Apple,Movistar,750,23,1200,27600
10/14/2020,El Salvador,Plaza Vea,Huawei,Bitel,175,33,450,14850
11/23/2020,Ireland,Oeschle,Huawei,Bitel,175,11,450,4950
12/24/2021,Portugal,Metro,Huawei,Bitel,175,70,450,31500
1/1/2021,Jamaica,Plaza Vea,Huawei,Movistar,175,23,450,10350
12/1/2018,Switzerland,Oeschle,Huawei,Bitel,175,55,450,24750
9/16/2021,France,Plaza Vea,Huawei,Claro,175,52,450,23400
9/12/2021,Cuba,Oeschle,Huawei,Claro,175,5,450,2250
4/25/2021,Argentina,Metro,Huawei,Bitel,175,55,450,24750
6/29/2019,USA,Ripley,Huawei,Bitel,175,1,450,450
2/3/2021,Chile,Oeschle,Huawei,Tuenti,175,211,450,94950
3/1/2018,Venezuela,Oeschle,Huawei,Tuenti,175,5,450,2250
11/16/2020,Portugal,Metro,Huawei,Tuenti,175,59,450,26550
10/11/2019,Spain,Ripley,Huawei,Tuenti,175,92,450,41400
11/8/2018,Paraguay,Plaza Vea,Huawei,Movistar,175,27,450,12150
7/2/2021,Paraguay,Oeschle,Huawei,Bitel,175,3,450,1350
9/23/2018,Ireland,Ripley,Huawei,Movistar,175,19,450,8550
6/4/2019,Peru,Oeschle,Huawei,Tuenti,175,225,450,101250
6/3/2020,United Kingdom,Plaza Vea,Huawei,Movistar,175,3,450,1350
7/22/2021,Spain,Ripley,Huawei,Tuenti,175,11,450,4950
6/6/2021,Uruguay,Metro,Huawei,Claro,175,27,450,12150
8/18/2018,USA,Metro,Huawei,Bitel,175,71,450,31950
3/17/2021,Colombia,Oeschle,Huawei,Entel,175,125,450,56250
4/19/2021,Chile,Oeschle,Huawei,Movistar,175,39,450,17550
5/21/2018,Colombia,Metro,Huawei,Entel,175,27,450,12150
12/7/2021,Venezuela,Oeschle,Huawei,Tuenti,175,3,450,1350
10/25/2021,Canada,Plaza Vea,Huawei,Claro,175,15,450,6750
6/1/2020,Cuba,Ripley,Huawei,Movistar,175,5,450,2250
4/5/2019,Guatemala,Plaza Vea,Huawei,Bitel,175,55,450,24750
1/2/2019,Chile,Plaza Vea,Huawei,Entel,175,127,450,57150
10/8/2020,United Kingdom,Oeschle,Huawei,Claro,175,66,450,29700
4/19/2021,Venezuela,Plaza Vea,Huawei,Bitel,175,51,450,22950
4/15/2019,El Salvador,Plaza Vea,Huawei,Movistar,175,17,450,7650
6/11/2019,El Salvador,Metro,Huawei,Claro,175,39,450,17550
12/14/2021,USA,Plaza Vea,Huawei,Tuenti,175,116,450,52200
11/14/2020,Paraguay,Ripley,Huawei,Entel,175,35,450,15750
7/23/2019,Paraguay,Oeschle,Huawei,Tuenti,175,107,450,48150
5/22/2021,Denmark,Metro,Huawei,Claro,175,28,450,12600
6/30/2021,Chile,Metro,Huawei,Bitel,175,33,450,14850
9/7/2018,Paraguay,Plaza Vea,Huawei,Claro,175,6,450,2700
3/10/2021,Switzerland,Ripley,Huawei,Movistar,175,12,450,5400
1/9/2021,Portugal,Oeschle,Huawei,Entel,175,65,450,29250
3/12/2020,El Salvador,Metro,Huawei,Movistar,175,28,450,12600
3/26/2021,USA,Plaza Vea,Huawei,Tuenti,175,178,450,80100
12/18/2018,France,Oeschle,Huawei,Movistar,175,29,450,13050
8/10/2021,Venezuela,Metro,Huawei,Claro,175,8,450,3600
3/5/2020,Spain,Plaza Vea,Huawei,Entel,175,128,450,57600
3/20/2021,Mexico,Metro,Huawei,Tuenti,175,33,450,14850
2/13/2019,Portugal,Oeschle,Huawei,Claro,175,81,450,36450
5/27/2021,Canada,Ripley,Huawei,Movistar,175,8,450,3600
12/15/2019,Uruguay,Plaza Vea,Huawei,Bitel,175,3,450,1350
5/9/2020,Brasil,Oeschle,Huawei,Entel,175,4,450,1800
2/18/2019,United Kingdom,Metro,Huawei,Entel,175,69,450,31050
5/4/2021,USA,Ripley,Huawei,Tuenti,175,66,450,29700
9/25/2019,Paraguay,Plaza Vea,Huawei,Tuenti,175,32,450,14400
8/2/2018,El Salvador,Ripley,Huawei,Tuenti,175,98,450,44100
1/16/2019,Cuba,Ripley,Huawei,Movistar,175,1,450,450
11/23/2021,Venezuela,Ripley,Huawei,Movistar,175,17,450,7650
2/11/2019,Colombia,Metro,Huawei,Tuenti,175,123,450,55350
9/19/2018,Ireland,Metro,Huawei,Bitel,175,36,450,16200
10/5/2019,Brasil,Metro,Huawei,Bitel,175,37,450,16650
2/6/2021,Brasil,Plaza Vea,Huawei,Movistar,175,25,450,11250
6/28/2019,Bolivia,Oeschle,Huawei,Movistar,175,44,450,19800
9/29/2021,Uruguay,Plaza Vea,Huawei,Bitel,175,2,450,900
11/2/2018,France,Oeschle,Huawei,Entel,175,165,450,74250
2/10/2018,Cuba,Metro,Huawei,Tuenti,175,83,450,37350
11/17/2019,United Kingdom,Metro,Huawei,Movistar,175,11,450,4950
1/22/2019,Denmark,Metro,Huawei,Movistar,175,6,450,2700
11/11/2020,Canada,Oeschle,Huawei,Tuenti,175,188,450,84600
6/2/2021,Paraguay,Plaza Vea,Huawei,Bitel,175,54,450,24300
6/4/2021,Argentina,Plaza Vea,Huawei,Claro,175,47,450,21150
10/15/2021,Uruguay,Oeschle,Huawei,Entel,175,17,450,7650
11/6/2020,Uruguay,Metro,Huawei,Bitel,175,67,450,30150
2/11/2021,Canada,Oeschle,Huawei,Tuenti,175,145,450,65250
3/24/2021,Peru,Plaza Vea,Huawei,Tuenti,175,85,450,38250
9/9/2021,El Salvador,Oeschle,Huawei,Entel,175,74,450,33300
3/12/2020,Mexico,Metro,Huawei,Bitel,175,58,450,26100
3/4/2020,Brasil,Plaza Vea,Huawei,Tuenti,175,67,450,30150
12/11/2020,Cuba,Ripley,Huawei,Entel,175,15,450,6750
12/3/2021,Colombia,Metro,Huawei,Claro,175,20,450,9000
5/19/2018,Switzerland,Plaza Vea,Huawei,Tuenti,175,56,450,25200
12/28/2018,Spain,Ripley,Huawei,Claro,175,9,450,4050
5/14/2018,Canada,Oeschle,Huawei,Tuenti,175,77,450,34650
3/21/2018,Denmark,Metro,Huawei,Claro,175,53,450,23850
2/7/2018,Spain,Plaza Vea,Huawei,Bitel,175,12,450,5400
1/5/2021,USA,Oeschle,Huawei,Bitel,175,97,450,43650
4/21/2019,United Kingdom,Oeschle,Huawei,Movistar,175,15,450,6750
7/17/2019,Mexico,Metro,Huawei,Movistar,175,26,450,11700
7/17/2018,Jamaica,Oeschle,Huawei,Claro,175,98,450,44100
12/10/2018,Venezuela,Plaza Vea,Huawei,Claro,175,39,450,17550
6/11/2018,Mexico,Metro,Huawei,Tuenti,175,96,450,43200
9/9/2019,Spain,Ripley,Huawei,Bitel,175,10,450,4500
9/2/2021,Cuba,Oeschle,Huawei,Tuenti,175,165,450,74250
10/14/2020,El Salvador,Plaza Vea,Huawei,Bitel,175,33,450,14850
11/23/2020,Ireland,Oeschle,Huawei,Bitel,175,11,450,4950
12/24/2021,Portugal,Metro,Huawei,Bitel,175,70,450,31500
1/1/2021,Jamaica,Plaza Vea,Huawei,Movistar,175,23,450,10350
12/1/2018,Switzerland,Oeschle,Huawei,Bitel,175,55,450,24750
9/16/2021,France,Plaza Vea,Huawei,Claro,175,52,450,23400
9/12/2021,Cuba,Oeschle,Huawei,Claro,175,5,450,2250
4/25/2021,Argentina,Metro,Huawei,Bitel,175,55,450,24750
6/29/2019,USA,Ripley,Huawei,Bitel,175,1,450,450
2/3/2021,Chile,Oeschle,Huawei,Tuenti,175,211,450,94950
3/1/2018,Venezuela,Oeschle,Huawei,Tuenti,175,5,450,2250
11/16/2020,Portugal,Metro,Huawei,Tuenti,175,59,450,26550
10/11/2019,Spain,Ripley,Huawei,Tuenti,175,92,450,41400
11/8/2018,Paraguay,Plaza Vea,Huawei,Movistar,175,27,450,12150
7/2/2021,Paraguay,Oeschle,Huawei,Bitel,175,3,450,1350
9/23/2018,Ireland,Ripley,Huawei,Movistar,175,19,450,8550
6/4/2019,Peru,Oeschle,Huawei,Tuenti,175,225,450,101250
6/3/2020,United Kingdom,Plaza Vea,Huawei,Movistar,175,3,450,1350
7/22/2021,Spain,Ripley,Huawei,Tuenti,175,11,450,4950
6/6/2021,Uruguay,Metro,Huawei,Claro,175,27,450,12150
8/18/2018,USA,Metro,Huawei,Bitel,175,71,450,31950
3/17/2021,Colombia,Oeschle,Huawei,Entel,175,125,450,56250
4/19/2021,Chile,Oeschle,Huawei,Movistar,175,39,450,17550
5/21/2018,Colombia,Metro,Huawei,Entel,175,27,450,12150
12/7/2021,Venezuela,Oeschle,Huawei,Tuenti,175,3,450,1350
10/25/2021,Canada,Plaza Vea,Huawei,Claro,175,15,450,6750
6/1/2020,Cuba,Ripley,Huawei,Movistar,175,5,450,2250
4/5/2019,Guatemala,Plaza Vea,Huawei,Bitel,175,55,450,24750
1/2/2019,Chile,Plaza Vea,Huawei,Entel,175,127,450,57150
10/8/2020,United Kingdom,Oeschle,Huawei,Claro,175,66,450,29700
4/19/2021,Venezuela,Plaza Vea,Huawei,Bitel,175,51,450,22950
4/15/2019,El Salvador,Plaza Vea,Huawei,Movistar,175,17,450,7650
6/11/2019,El Salvador,Metro,Huawei,Claro,175,39,450,17550
12/14/2021,USA,Plaza Vea,Huawei,Tuenti,175,116,450,52200
11/14/2020,Paraguay,Ripley,Huawei,Entel,175,35,450,15750
7/23/2019,Paraguay,Oeschle,Huawei,Tuenti,175,107,450,48150
5/22/2021,Denmark,Metro,Huawei,Claro,175,28,450,12600
6/30/2021,Chile,Metro,Huawei,Bitel,175,33,450,14850
9/7/2018,Paraguay,Plaza Vea,Huawei,Claro,175,6,450,2700
3/10/2021,Switzerland,Ripley,Huawei,Movistar,175,12,450,5400
1/9/2021,Portugal,Oeschle,Huawei,Entel,175,65,450,29250
3/12/2020,El Salvador,Metro,Huawei,Movistar,175,28,450,12600
3/26/2021,USA,Plaza Vea,Huawei,Tuenti,175,178,450,80100
12/18/2018,France,Oeschle,Huawei,Movistar,175,29,450,13050
8/10/2021,Venezuela,Metro,Huawei,Claro,175,8,450,3600
3/5/2020,Spain,Plaza Vea,Huawei,Entel,175,128,450,57600
3/20/2021,Mexico,Metro,Huawei,Tuenti,175,33,450,14850
2/13/2019,Portugal,Oeschle,Huawei,Claro,175,81,450,36450
5/27/2021,Canada,Ripley,Huawei,Movistar,175,8,450,3600
12/15/2019,Uruguay,Plaza Vea,Huawei,Bitel,175,3,450,1350
5/9/2020,Brasil,Oeschle,Huawei,Entel,175,4,450,1800
2/18/2019,United Kingdom,Metro,Huawei,Entel,175,69,450,31050
5/4/2021,USA,Ripley,Huawei,Tuenti,175,66,450,29700
9/25/2019,Paraguay,Plaza Vea,Huawei,Tuenti,175,32,450,14400
8/2/2018,El Salvador,Ripley,Huawei,Tuenti,175,98,450,44100
1/16/2019,Cuba,Ripley,Huawei,Movistar,175,1,450,450
11/23/2021,Venezuela,Ripley,Huawei,Movistar,175,17,450,7650
2/11/2019,Colombia,Metro,Huawei,Tuenti,175,123,450,55350
9/19/2018,Ireland,Metro,Huawei,Bitel,175,36,450,16200
10/5/2019,Brasil,Metro,Huawei,Bitel,175,37,450,16650
2/6/2021,Brasil,Plaza Vea,Huawei,Movistar,175,25,450,11250
6/28/2019,Bolivia,Oeschle,Huawei,Movistar,175,44,450,19800
9/29/2021,Uruguay,Plaza Vea,Huawei,Bitel,175,2,450,900
11/2/2018,France,Oeschle,Huawei,Entel,175,165,450,74250
2/10/2018,Cuba,Metro,Huawei,Tuenti,175,83,450,37350
11/17/2019,United Kingdom,Metro,Huawei,Movistar,175,11,450,4950
1/22/2019,Denmark,Metro,Huawei,Movistar,175,6,450,2700
11/11/2020,Canada,Oeschle,Huawei,Tuenti,175,188,450,84600
6/2/2021,Paraguay,Plaza Vea,Huawei,Bitel,175,54,450,24300
6/4/2021,Argentina,Plaza Vea,Huawei,Claro,175,47,450,21150
10/15/2021,Uruguay,Oeschle,Huawei,Entel,175,17,450,7650
11/6/2020,Uruguay,Metro,Huawei,Bitel,175,67,450,30150
2/11/2021,Canada,Oeschle,Huawei,Tuenti,175,145,450,65250
3/24/2021,Peru,Plaza Vea,Huawei,Tuenti,175,85,450,38250
9/9/2021,El Salvador,Oeschle,Huawei,Entel,175,74,450,33300
3/12/2020,Mexico,Metro,Huawei,Bitel,175,58,450,26100
3/4/2020,Brasil,Plaza Vea,Huawei,Tuenti,175,67,450,30150
12/11/2020,Cuba,Ripley,Huawei,Entel,175,15,450,6750
12/3/2021,Colombia,Metro,Huawei,Claro,175,20,450,9000
5/19/2018,Switzerland,Plaza Vea,Huawei,Tuenti,175,56,450,25200
12/28/2018,Spain,Ripley,Huawei,Claro,175,9,450,4050
5/14/2018,Canada,Oeschle,Huawei,Tuenti,175,77,450,34650
3/21/2018,Denmark,Metro,Huawei,Claro,175,53,450,23850
2/7/2018,Spain,Plaza Vea,Huawei,Bitel,175,12,450,5400
1/5/2021,USA,Oeschle,Huawei,Bitel,175,97,450,43650
4/21/2019,United Kingdom,Oeschle,Huawei,Movistar,175,15,450,6750
7/17/2019,Mexico,Metro,Huawei,Movistar,175,26,450,11700
7/17/2018,Jamaica,Oeschle,Huawei,Claro,175,98,450,44100
12/10/2018,Venezuela,Plaza Vea,Huawei,Claro,175,39,450,17550
6/11/2018,Mexico,Metro,Huawei,Tuenti,175,96,450,43200
9/9/2019,Spain,Ripley,Huawei,Bitel,175,10,450,4500
9/2/2021,Cuba,Oeschle,Huawei,Tuenti,175,165,450,74250
10/3/2018,Spain,Saga Falabella,Huawei,Entel,175,18,450,8100
11/5/2021,Uruguay,Saga Falabella,Huawei,Claro,175,10,450,4500
11/12/2020,El Salvador,Saga Falabella,Huawei,Entel,175,37,450,16650
7/13/2021,Germany,Saga Falabella,Huawei,Claro,175,18,450,8100
5/7/2021,USA,Saga Falabella,Huawei,Movistar,175,6,450,2700
8/23/2020,Venezuela,Saga Falabella,Huawei,Tuenti,175,21,450,9450
12/11/2020,Denmark,Saga Falabella,Huawei,Claro,175,11,450,4950
3/1/2018,Spain,Saga Falabella,Huawei,Claro,175,1,450,450
4/18/2021,USA,Saga Falabella,Huawei,Entel,175,10,450,4500
1/30/2019,France,Saga Falabella,Huawei,Movistar,175,1,450,450
6/1/2019,Spain,Saga Falabella,Huawei,Movistar,175,1,450,450
12/20/2018,Cuba,Saga Falabella,Huawei,Tuenti,175,35,450,15750
8/20/2021,Chile,Saga Falabella,Huawei,Entel,175,19,450,8550
11/30/2021,Switzerland,Saga Falabella,Huawei,Movistar,175,5,450,2250
2/6/2021,USA,Saga Falabella,Huawei,Bitel,175,4,450,1800
4/22/2021,United Kingdom,Saga Falabella,Huawei,Claro,175,8,450,3600
9/10/2020,Mexico,Saga Falabella,Huawei,Movistar,175,4,450,1800
9/14/2020,Bolivia,Saga Falabella,Huawei,Entel,175,11,450,4950
10/17/2018,Brasil,Saga Falabella,Huawei,Bitel,175,29,450,13050
8/14/2021,Portugal,Saga Falabella,Huawei,Movistar,175,2,450,900
3/10/2019,Colombia,Saga Falabella,Huawei,Bitel,175,21,450,9450
2/4/2020,Chile,Saga Falabella,Huawei,Claro,175,3,450,1350
12/30/2019,Denmark,Saga Falabella,Huawei,Entel,175,10,450,4500
5/10/2019,Bolivia,Saga Falabella,Huawei,Movistar,175,1,450,450
7/1/2020,France,Saga Falabella,Huawei,Bitel,175,16,450,7200
3/28/2021,Mexico,Saga Falabella,Huawei,Entel,175,11,450,4950
2/27/2021,Brasil,Saga Falabella,Huawei,Movistar,175,8,450,3600
3/10/2018,Spain,Saga Falabella,Huawei,Tuenti,175,39,450,17550
6/13/2021,Canada,Saga Falabella,Huawei,Bitel,175,9,450,4050
12/28/2018,Portugal,Saga Falabella,Huawei,Movistar,175,7,450,3150
3/27/2021,USA,Saga Falabella,Huawei,Tuenti,175,29,450,13050
3/27/2020,Chile,Saga Falabella,Huawei,Tuenti,175,17,450,7650
3/25/2021,Cuba,Saga Falabella,Huawei,Claro,175,5,450,2250
6/1/2021,Argentina,Saga Falabella,Huawei,Tuenti,175,29,450,13050
10/3/2018,Spain,Saga Falabella,Huawei,Entel,175,18,450,8100
11/5/2021,Uruguay,Saga Falabella,Huawei,Claro,175,10,450,4500
11/12/2020,El Salvador,Saga Falabella,Huawei,Entel,175,37,450,16650
7/13/2021,Germany,Saga Falabella,Huawei,Claro,175,18,450,8100
5/7/2021,USA,Saga Falabella,Huawei,Movistar,175,6,450,2700
8/23/2020,Venezuela,Saga Falabella,Huawei,Tuenti,175,21,450,9450
12/11/2020,Denmark,Saga Falabella,Huawei,Claro,175,11,450,4950
3/1/2018,Spain,Saga Falabella,Huawei,Claro,175,1,450,450
4/18/2021,USA,Saga Falabella,Huawei,Entel,175,10,450,4500
1/30/2019,France,Saga Falabella,Huawei,Movistar,175,1,450,450
6/1/2019,Spain,Saga Falabella,Huawei,Movistar,175,1,450,450
12/20/2018,Cuba,Saga Falabella,Huawei,Tuenti,175,35,450,15750
8/20/2021,Chile,Saga Falabella,Huawei,Entel,175,19,450,8550
11/30/2021,Switzerland,Saga Falabella,Huawei,Movistar,175,5,450,2250
2/6/2021,USA,Saga Falabella,Huawei,Bitel,175,4,450,1800
4/22/2021,United Kingdom,Saga Falabella,Huawei,Claro,175,8,450,3600
9/10/2020,Mexico,Saga Falabella,Huawei,Movistar,175,4,450,1800
9/14/2020,Bolivia,Saga Falabella,Huawei,Entel,175,11,450,4950
10/17/2018,Brasil,Saga Falabella,Huawei,Bitel,175,29,450,13050
8/14/2021,Portugal,Saga Falabella,Huawei,Movistar,175,2,450,900
3/10/2019,Colombia,Saga Falabella,Huawei,Bitel,175,21,450,9450
2/4/2020,Chile,Saga Falabella,Huawei,Claro,175,3,450,1350
12/30/2019,Denmark,Saga Falabella,Huawei,Entel,175,10,450,4500
5/10/2019,Bolivia,Saga Falabella,Huawei,Movistar,175,1,450,450
7/1/2020,France,Saga Falabella,Huawei,Bitel,175,16,450,7200
3/28/2021,Mexico,Saga Falabella,Huawei,Entel,175,11,450,4950
2/27/2021,Brasil,Saga Falabella,Huawei,Movistar,175,8,450,3600
3/10/2018,Spain,Saga Falabella,Huawei,Tuenti,175,39,450,17550
6/13/2021,Canada,Saga Falabella,Huawei,Bitel,175,9,450,4050
12/28/2018,Portugal,Saga Falabella,Huawei,Movistar,175,7,450,3150
3/27/2021,USA,Saga Falabella,Huawei,Tuenti,175,29,450,13050
3/27/2020,Chile,Saga Falabella,Huawei,Tuenti,175,17,450,7650
3/25/2021,Cuba,Saga Falabella,Huawei,Claro,175,5,450,2250
6/1/2021,Argentina,Saga Falabella,Huawei,Tuenti,175,29,450,13050
8/26/2018,Mexico,Tottus,Huawei,Claro,175,31,450,13950
12/22/2020,El Salvador,Tottus,Huawei,Movistar,175,20,450,9000
6/25/2018,Argentina,Tottus,Huawei,Movistar,175,28,450,12600
12/13/2018,Venezuela,Tottus,Huawei,Entel,175,70,450,31500
10/15/2021,Ireland,Tottus,Huawei,Claro,175,43,450,19350
9/21/2021,Bolivia,Tottus,Huawei,Movistar,175,29,450,13050
1/26/2021,United Kingdom,Tottus,Huawei,Claro,175,96,450,43200
7/21/2018,Argentina,Tottus,Huawei,Movistar,175,23,450,10350
6/18/2020,Jamaica,Tottus,Huawei,Tuenti,175,44,450,19800
10/12/2021,Guatemala,Tottus,Huawei,Entel,175,17,450,7650
